fung,AI,isolate,code,date_measured,DPI,trt,rate_ppm,rep,length_mm,width_mm,avg_mm,area_mm
TopsinM,Thiophanate_methyl,GD-16-1,SB1,7/13/2023,7,1,0.1,1,84,84,79,4899.185
TopsinM,Thiophanate_methyl,GD-16-1,SB1,7/13/2023,7,1,0.1,2,84,84,79,4899.185
TopsinM,Thiophanate_methyl,GD-16-1,SB1,7/13/2023,7,1,0.1,3,84,84,79,4899.185
TopsinM,Thiophanate_methyl,LrwHC-1,SB15,7/13/2023,7,1,0.1,1,84,84,79,4899.185
TopsinM,Thiophanate_methyl,LrwHC-1,SB15,7/13/2023,7,1,0.1,2,84,84,79,4899.185
TopsinM,Thiophanate_methyl,LrwHC-1,SB15,7/13/2023,7,1,0.1,3,50.84,39.68,40.26,1247.938992
TopsinM,Thiophanate_methyl,GD-16-1,SB1,7/13/2023,7,1,1,1,84,84,79,4899.185
TopsinM,Thiophanate_methyl,GD-16-1,SB1,7/13/2023,7,1,1,2,84,84,79,4899.185
TopsinM,Thiophanate_methyl,GD-16-1,SB1,7/13/2023,7,1,1,3,84,84,79,4899.185
TopsinM,Thiophanate_methyl,LrwHC-1,SB15,7/13/2023,7,1,1,1,84,84,79,4899.185
TopsinM,Thiophanate_methyl,LrwHC-1,SB15,7/13/2023,7,1,1,2,84,84,79,4899.185
TopsinM,Thiophanate_methyl,LrwHC-1,SB15,7/13/2023,7,1,1,3,84,84,79,4899.185
TopsinM,Thiophanate_methyl,GD-16-1,SB1,7/13/2023,7,1,10,1,84,84,79,4899.185
TopsinM,Thiophanate_methyl,GD-16-1,SB1,7/13/2023,7,1,10,2,84,84,79,4899.185
TopsinM,Thiophanate_methyl,GD-16-1,SB1,7/13/2023,7,1,10,3,84,84,79,4899.185
TopsinM,Thiophanate_methyl,LrwHC-1,SB15,7/13/2023,7,1,10,1,84,84,79,4899.185
TopsinM,Thiophanate_methyl,LrwHC-1,SB15,7/13/2023,7,1,10,2,84,84,79,4899.185
TopsinM,Thiophanate_methyl,LrwHC-1,SB15,7/13/2023,7,1,10,3,84,84,79,4899.185
TopsinM,Thiophanate_methyl,GD-16-1,SB1,7/13/2023,7,1,100,1,38.28,38.56,33.42,876.748288
TopsinM,Thiophanate_methyl,GD-16-1,SB1,7/13/2023,7,1,100,2,40.68,33.54,32.11,799.371152
TopsinM,Thiophanate_methyl,GD-16-1,SB1,7/13/2023,7,1,100,3,46.16,43.38,39.77,1240.080828
TopsinM,Thiophanate_methyl,LrwHC-1,SB15,7/13/2023,7,1,100,1,32.92,27.99,25.455,503.876428
TopsinM,Thiophanate_methyl,LrwHC-1,SB15,7/13/2023,7,1,100,2,44.1,42.88,38.49,1162.66978
TopsinM,Thiophanate_methyl,LrwHC-1,SB15,7/13/2023,7,1,100,3,55.25,42.78,44.015,1490.279325
TopsinM,Thiophanate_methyl,GD-16-1,SB1,7/13/2023,7,1,500,1,84,84,79,4899.185
TopsinM,Thiophanate_methyl,GD-16-1,SB1,7/13/2023,7,1,500,2,84,84,79,4899.185
TopsinM,Thiophanate_methyl,GD-16-1,SB1,7/13/2023,7,1,500,3,66.49,82.1,69.295,3721.590015
TopsinM,Thiophanate_methyl,LrwHC-1,SB15,7/13/2023,7,1,500,1,84,84,79,4899.185
TopsinM,Thiophanate_methyl,LrwHC-1,SB15,7/13/2023,7,1,500,2,76.27,83.78,75.025,4407.500721
TopsinM,Thiophanate_methyl,LrwHC-1,SB15,7/13/2023,7,1,500,3,84,84,79,4899.185
TopsinM,Thiophanate_methyl,GD-16-1,SB1,7/13/2023,7,1,1000,1,84,84,79,4899.185
TopsinM,Thiophanate_methyl,GD-16-1,SB1,7/13/2023,7,1,1000,2,84,84,79,4899.185
TopsinM,Thiophanate_methyl,GD-16-1,SB1,7/13/2023,7,1,1000,3,84,84,79,4899.185
TopsinM,Thiophanate_methyl,LrwHC-1,SB15,7/13/2023,7,1,1000,1,84,84,79,4899.185
TopsinM,Thiophanate_methyl,LrwHC-1,SB15,7/13/2023,7,1,1000,2,84,84,79,4899.185
TopsinM,Thiophanate_methyl,LrwHC-1,SB15,7/13/2023,7,1,1000,3,84,84,79,4899.185
